date,day,week,month,new_cases,new_deaths,tests_performed,tests_positive,region_ce_active,region_foreign_active,region_kk_active,region_kp_active,region_kr_active,region_lj_active,region_mb_active,region_ms_active,region_ng_active,region_nm_active,region_po_active,region_sg_active,region_unknown_active,region_za_active,region_active,state_in_hospital,state_icu,state_critical,state_care,state_deceased,kindergarten_employees_confirmed,kindergarten_attendees_confirmed,elementary_employees_confirmed,elementary_attendees_confirmed,highschool_employees_confirmed,highschool_attendees_confirmed,institutions_employees_confirmed,institutions_attendees_confirmed,tavg,tmin,tmax,prcp,snow,wspd,wpgt,pres
2021-11-01,1,44,11,1258,11,2641,1136.0,3254.0,5.0,833.0,2006.0,2426.0,7566,4573.0,1332.0,1696.0,1913.0,723.0,854.0,146.0,759.0,28086,603.0,142.0,107.0,0.0,11.0,14,5,36,134,3,36,1,2,9.6,6.7,11.3,25.3,0.0,2.7,13.0,1009.0
2021-11-02,2,44,11,1138,10,7757,3462.0,3476.0,5.0,922.0,2065.0,2552.0,7911,4536.0,1317.0,1749.0,2040.0,861.0,913.0,153.0,893.0,29393,634.0,155.0,111.0,0.0,10.0,39,12,111,381,35,73,3,0,11.3,10.0,13.4,7.6,0.0,5.0,25.9,1003.7
2021-11-03,3,44,11,3453,18,10176,4518.0,3801.0,5.0,991.0,2233.0,2792.0,8465,4969.0,1413.0,1965.0,2397.0,971.0,909.0,159.0,989.0,32059,670.0,154.0,110.0,0.0,18.0,35,7,44,125,5,44,3,0,10.8,9.4,11.9,24.3,0.0,2.7,14.8,1006.7
2021-11-04,4,44,11,4521,9,9983,3779.0,4158.0,6.0,1098.0,2300.0,2923.0,8882,5067.0,1541.0,2150.0,2492.0,1117.0,940.0,170.0,1025.0,33869,735.0,165.0,116.0,0.0,9.0,33,9,40,101,4,38,1,1,13.2,9.9,18.4,0.1,0.0,8.8,31.5,1005.6
2021-11-05,5,44,11,3776,13,9643,3664.0,4409.0,6.0,1145.0,2283.0,3134.0,9184,5163.0,1640.0,2306.0,2601.0,1167.0,944.0,184.0,1095.0,35261,761.0,172.0,122.0,0.0,13.0,34,11,38,78,2,36,2,1,8.6,5.0,10.6,0.4,0.0,3.0,13.0,1021.3
2021-11-06,6,44,11,3664,14,5456,2325.0,4545.0,7.0,1203.0,2271.0,3159.0,9325,5380.0,1794.0,2257.0,2685.0,1161.0,945.0,188.0,1168.0,36088,748.0,174.0,119.0,0.0,15.0,13,1,13,42,3,23,3,1,10.2,8.5,12.0,0.4,0.0,7.1,20.4,1028.9
2021-11-07,7,44,11,2319,10,2962,1288.0,4567.0,8.0,1210.0,2265.0,3228.0,9512,5575.0,1840.0,2256.0,2716.0,1158.0,959.0,190.0,1184.0,36668,797.0,180.0,121.0,0.0,10.0,10,1,7,58,15,22,0,1,9.9,8.0,12.0,10.9,0.0,2.6,11.1,1021.5
2021-11-08,1,45,11,1283,13,7622,3348.0,4648.0,9.0,1336.0,2226.0,3274.0,9775,5763.0,1889.0,2204.0,2851.0,1320.0,1019.0,192.0,1214.0,37720,843.0,184.0,130.0,0.0,13.0,47,8,73,205,11,44,3,1,8.9,7.6,10.2,4.8,0.0,5.5,14.8,1021.1
2021-11-09,2,45,11,3352,12,10579,4483.0,4843.0,10.0,1312.0,2227.0,3436.0,9931,5969.0,2009.0,2489.0,3012.0,1297.0,1019.0,197.0,1314.0,39065,874.0,187.0,126.0,0.0,12.0,34,12,42,161,8,48,1,0,8.0,5.1,12.2,0.0,0.0,7.0,18.5,1030.6
2021-11-10,3,45,11,4481,20,9082,3573.0,5033.0,10.0,1427.0,2203.0,3529.0,10196,6123.0,2060.0,2383.0,3157.0,1293.0,1021.0,200.0,1371.0,40006,889.0,186.0,128.0,0.0,20.0,34,8,52,138,6,33,2,1,6.7,2.5,12.7,0.0,0.0,2.5,11.1,1031.3
2021-11-11,4,45,11,3574,10,9128,3435.0,5050.0,10.0,1546.0,2167.0,3722.0,10270,6307.0,2177.0,2565.0,3246.0,1284.0,1051.0,198.0,1331.0,40924,920.0,206.0,139.0,0.0,10.0,34,13,42,124,12,39,2,1,6.1,3.8,10.2,0.0,0.0,2.5,9.3,1026.7
2021-11-12,5,45,11,3440,14,9220,3667.0,5103.0,10.0,1571.0,2126.0,3820.0,10385,6514.0,2255.0,2595.0,3306.0,1255.0,1063.0,204.0,1393.0,41600,954.0,209.0,137.0,0.0,14.0,22,6,53,114,10,32,0,1,6.8,5.9,7.7,0.0,0.0,2.6,11.1,1023.2
2021-11-13,6,45,11,3666,21,5351,2369.0,5138.0,10.0,1660.0,2122.0,3890.0,10642,6705.0,2271.0,2605.0,3291.0,1265.0,1108.0,203.0,1395.0,42305,981.0,219.0,147.0,0.0,20.0,21,6,19,63,5,18,1,0,10.1,7.1,14.6,0.0,0.0,2.5,11.1,1018.1
2021-11-14,7,45,11,2367,21,3416,1820.0,5158.0,9.0,1685.0,2119.0,3981.0,10934,6819.0,2379.0,2564.0,3295.0,1270.0,1043.0,205.0,1406.0,42867,990.0,222.0,155.0,0.0,21.0,12,4,21,61,3,15,3,0,9.4,8.4,11.0,0.4,0.0,4.3,11.1,1020.4
2021-11-15,1,46,11,1822,12,7654,3770.0,5593.0,13.0,1917.0,2363.0,4176.0,11586,7140.0,2283.0,2639.0,3641.0,1395.0,1077.0,216.0,1462.0,45501,1008.0,228.0,167.0,0.0,12.0,51,19,89,248,18,48,3,1,9.4,8.0,11.6,0.0,0.0,5.9,14.8,1025.7
2021-11-16,2,46,11,3770,6,10053,4283.0,5584.0,13.0,1979.0,2281.0,4330.0,11764,7543.0,2390.0,2637.0,3677.0,1374.0,1081.0,216.0,1453.0,46322,1074.0,236.0,172.0,0.0,5.0,21,18,50,175,10,35,2,2,9.1,7.7,11.0,0.0,0.0,6.7,13.0,1024.8
2021-11-17,3,46,11,4277,18,9223,3667.0,5501.0,13.0,1954.0,2048.0,4355.0,11662,7526.0,2337.0,2490.0,3579.0,1317.0,1126.0,214.0,1349.0,45471,1095.0,246.0,181.0,0.0,19.0,19,10,52,197,11,28,0,0,8.8,7.0,10.1,0.0,0.0,3.0,11.1,1022.5
2021-11-18,4,46,11,3666,24,8283,3518.0,5273.0,13.0,2070.0,1939.0,4328.0,11699,7699.0,2289.0,2384.0,3607.0,1230.0,1093.0,205.0,1381.0,45210,1104.0,253.0,189.0,0.0,24.0,20,14,55,140,6,22,3,0,9.0,6.9,11.9,0.0,0.0,3.1,13.0,1028.9
2021-11-19,5,46,11,3526,21,8134,3239.0,5109.0,13.0,2059.0,1875.0,4271.0,11672,7823.0,2248.0,2303.0,3606.0,1194.0,1072.0,192.0,1348.0,44785,1127.0,253.0,187.0,0.0,21.0,24,18,42,145,6,30,4,1,5.9,4.0,9.6,0.0,0.0,2.5,9.3,1030.0
2021-11-20,6,46,11,3236,22,4743,2248.0,5002.0,14.0,2141.0,1874.0,4232.0,11600,7889.0,2185.0,2301.0,3676.0,1191.0,1104.0,192.0,1307.0,44708,1106.0,264.0,185.0,0.0,22.0,18,11,32,66,9,14,0,1,4.8,3.3,8.1,0.0,0.0,2.2,11.1,1025.8
2021-11-21,7,46,11,2246,19,2739,1390.0,4998.0,13.0,2203.0,1897.0,4246.0,11554,7975.0,2113.0,2232.0,3744.0,1237.0,1084.0,193.0,1321.0,44810,1126.0,265.0,189.0,0.0,19.0,16,6,31,71,4,11,0,1,6.2,2.0,11.0,0.0,0.0,4.5,11.1,1014.8
2021-11-22,1,47,11,1398,17,7351,3400.0,5072.0,12.0,2155.0,1888.0,4296.0,11630,7976.0,2183.0,2201.0,3712.0,1157.0,1047.0,198.0,1335.0,44862,1162.0,276.0,199.0,0.0,17.0,40,17,81,300,15,41,2,1,7.6,6.8,10.2,0.8,0.0,2.5,13.0,1016.4
2021-11-23,2,47,11,3394,23,8623,3143.0,4795.0,11.0,2243.0,1760.0,4202.0,11332,7808.0,2121.0,2066.0,3649.0,1095.0,1040.0,186.0,1214.0,43522,1153.0,283.0,206.0,0.0,23.0,22,11,24,142,11,24,1,0,6.8,3.9,11.3,0.0,0.0,6.1,18.5,1026.4
2021-11-24,3,47,11,3146,11,7210,2670.0,4574.0,11.0,2276.0,1692.0,4181.0,11001,7751.0,2077.0,1994.0,3556.0,1086.0,1083.0,184.0,1153.0,42619,1168.0,280.0,203.0,0.0,11.0,21,13,33,143,3,24,0,0,1.4,-0.6,6.6,0.0,0.0,2.2,11.1,1026.1
2021-11-25,4,47,11,2678,11,6528,2367.0,4385.0,9.0,2194.0,1634.0,4033.0,10725,7747.0,1988.0,1882.0,3522.0,1088.0,1019.0,181.0,1144.0,41551,1145.0,288.0,211.0,0.0,11.0,17,14,27,90,3,24,1,0,2.4,-0.5,4.5,10.6,0.0,2.5,9.3,1015.8
2021-11-26,5,47,11,2363,17,6147,2227.0,4225.0,9.0,2197.0,1581.0,3920.0,10356,7392.0,1921.0,1746.0,3441.0,1090.0,992.0,172.0,1069.0,40111,1137.0,289.0,196.0,0.0,17.0,16,7,27,115,4,20,0,0,4.9,3.8,6.4,23.2,0.0,2.6,11.1,999.1
2021-11-27,6,47,11,2234,23,3421,1481.0,4141.0,11.0,2145.0,1588.0,3839.0,9956,7215.0,1915.0,1712.0,3452.0,1058.0,985.0,174.0,1032.0,39223,1120.0,283.0,200.0,0.0,23.0,11,6,8,56,5,14,1,1,4.6,3.1,6.0,22.2,0.0,3.0,14.8,996.7
2021-11-28,7,47,11,1478,23,2231,1039.0,4114.0,11.0,2153.0,1601.0,3760.0,9563,6992.0,1846.0,1650.0,3476.0,1083.0,983.0,171.0,1039.0,38442,1140.0,284.0,197.0,0.0,23.0,12,3,13,44,1,14,2,0,5.1,4.6,6.0,34.3,0.0,6.1,16.7,994.6
2021-11-29,1,48,11,1037,20,6291,2484.0,4021.0,7.0,2022.0,1475.0,3767.0,9236,6664.0,1828.0,1592.0,3340.0,1032.0,996.0,167.0,1009.0,37156,1156.0,279.0,193.0,0.0,20.0,17,16,45,193,9,24,2,0,2.7,0.8,6.0,0.1,0.0,2.1,14.8,1002.6
2021-11-30,2,48,11,2485,16,6983,2258.0,3734.0,7.0,1931.0,1374.0,3477.0,8753,6341.0,1812.0,1527.0,3235.0,912.0,942.0,163.0,923.0,35131,1128.0,277.0,190.0,0.0,16.0,6,11,19,84,6,17,0,0,2.4,-0.7,6.0,0.0,0.0,6.0,14.8,1014.2
2021-12-01,3,48,12,2264,16,6243,2128.0,3543.0,8.0,1992.0,1333.0,3266.0,8314,6077.0,1766.0,1450.0,3060.0,857.0,878.0,153.0,895.0,33592,1107.0,276.0,189.0,0.0,16.0,12,2,24,113,7,24,2,0,4.5,-0.1,7.3,0.0,0.0,5.8,24.1,1010.1
2021-12-02,4,48,12,2126,15,5530,1739.0,3347.0,8.0,1804.0,1287.0,3135.0,7742,5761.0,1740.0,1356.0,2995.0,803.0,880.0,146.0,809.0,31813,1087.0,274.0,190.0,0.0,15.0,12,10,15,69,3,15,1,0,5.3,2.0,7.1,14.5,0.0,3.3,18.5,1001.0
2021-12-03,5,48,12,1747,17,5518,1908.0,3186.0,8.0,1786.0,1244.0,2972.0,7392,5454.0,1704.0,1249.0,2943.0,754.0,862.0,152.0,776.0,30482,1059.0,270.0,192.0,0.0,17.0,10,8,17,71,3,18,2,0,2.8,-1.5,5.2,49.3,0.0,2.3,13.0,1012.4
2021-12-04,6,48,12,1910,18,2995,1116.0,3137.0,6.0,1665.0,1252.0,2922.0,7002,5165.0,1646.0,1246.0,2823.0,753.0,858.0,146.0,729.0,29350,1029.0,264.0,188.0,0.0,18.0,4,1,9,28,2,9,1,0,2.2,0.1,5.2,0.0,0.0,4.2,18.5,1010.9
2021-12-05,7,48,12,1119,13,1857,775.0,3114.0,6.0,1617.0,1245.0,2865.0,6886,4830.0,1691.0,1243.0,2783.0,735.0,863.0,144.0,713.0,28735,1034.0,271.0,204.0,0.0,13.0,6,2,5,43,2,9,0,0,3.1,2.7,4.0,4.8,10.0,3.0,16.7,1005.0
2021-12-06,1,49,12,775,16,5487,1955.0,2874.0,6.0,1548.0,1191.0,2711.0,6480,4648.0,1563.0,1237.0,2702.0,662.0,857.0,137.0,674.0,27290,1050.0,266.0,195.0,0.0,16.0,14,12,27,135,7,22,0,2,2.6,1.5,4.4,15.5,0.0,2.9,11.1,1011.0
2021-12-07,2,49,12,1954,17,6576,1852.0,2685.0,6.0,1469.0,1127.0,2538.0,6142,4562.0,1501.0,1207.0,2541.0,647.0,798.0,136.0,640.0,25999,1005.0,267.0,188.0,0.0,17.0,13,7,11,62,4,14,3,0,0.6,0.0,1.7,0.0,0.0,2.5,11.1,1015.0
2021-12-08,3,49,12,1886,18,5946,1688.0,2571.0,6.0,1337.0,1114.0,2414.0,5898,4334.0,1467.0,1220.0,2515.0,610.0,773.0,129.0,629.0,25017,963.0,259.0,183.0,0.0,18.0,20,8,18,76,2,10,1,1,0.5,-1.2,2.6,0.0,0.0,2.6,11.1,1010.1
2021-12-09,4,49,12,1687,11,5053,1324.0,2469.0,6.0,1279.0,1113.0,2267.0,5663,4059.0,1398.0,1223.0,2417.0,556.0,821.0,122.0,581.0,23974,948.0,251.0,182.0,0.0,11.0,8,6,9,50,1,7,3,0,2.2,1.2,3.3,19.1,10.0,2.7,11.1,1004.3
2021-12-10,5,49,12,1323,19,5052,1480.0,2326.0,6.0,1226.0,1076.0,2175.0,5517,3908.0,1406.0,1187.0,2358.0,552.0,812.0,123.0,555.0,23227,914.0,241.0,176.0,0.0,19.0,9,6,11,55,4,20,1,0,1.7,-3.0,2.8,2.8,10.0,2.3,9.3,1005.6
2021-12-11,6,49,12,1480,10,2230,786.0,2264.0,4.0,1202.0,1079.0,2121.0,5365,3731.0,1332.0,1166.0,2298.0,527.0,787.0,121.0,535.0,22532,909.0,242.0,179.0,0.0,11.0,4,2,10,24,2,4,0,0,1.4,-1.2,3.1,0.0,10.0,3.2,13.0,1011.6
2021-12-12,7,49,12,783,14,1750,677.0,2252.0,4.0,1171.0,1084.0,2051.0,5300,3619.0,1321.0,1155.0,2274.0,511.0,782.0,116.0,530.0,22170,883.0,240.0,174.0,0.0,14.0,4,3,18,37,1,13,0,2,-0.7,-2.3,1.2,0.0,10.0,3.5,14.8,1023.2
2021-12-13,1,50,12,681,17,5113,1716.0,2016.0,4.0,1127.0,1053.0,1939.0,5044,3618.0,1302.0,1199.0,2177.0,496.0,786.0,115.0,526.0,21402,874.0,235.0,178.0,0.0,16.0,24,6,35,166,7,18,1,0,1.3,-0.8,4.6,0.0,0.0,2.6,9.3,1028.1
2021-12-14,2,50,12,1714,11,5907,1530.0,1919.0,4.0,1073.0,1021.0,1902.0,4942,3458.0,1258.0,1140.0,2118.0,481.0,776.0,105.0,477.0,20674,817.0,236.0,175.0,0.0,11.0,8,6,15,54,2,11,1,1,1.2,-2.2,5.0,0.0,71.0,2.6,9.3,1029.3
2021-12-15,3,50,12,1526,8,4928,1346.0,1806.0,3.0,943.0,999.0,1835.0,4746,3328.0,1286.0,1092.0,2055.0,463.0,778.0,107.0,451.0,19892,804.0,231.0,176.0,0.0,8.0,11,3,13,66,0,10,0,1,3.3,2.4,4.2,0.0,0.0,3.2,11.1,1032.4
2021-12-16,4,50,12,1355,8,5037,1281.0,1723.0,2.0,938.0,964.0,1812.0,4681,3242.0,1242.0,1118.0,1966.0,449.0,753.0,104.0,440.0,19434,776.0,234.0,178.0,0.0,8.0,5,5,16,28,4,8,0,2,3.0,0.2,5.5,0.0,0.0,2.8,11.1,1034.1
2021-12-17,5,50,12,1278,12,4484,1288.0,1627.0,2.0,891.0,940.0,1763.0,4562,3109.0,1247.0,1092.0,1883.0,438.0,743.0,99.0,418.0,18814,746.0,236.0,179.0,0.0,12.0,10,4,11,48,7,16,0,0,1.1,0.5,1.7,0.0,0.0,2.1,11.1,1034.3
2021-12-18,6,50,12,1288,19,2266,769.0,1585.0,4.0,883.0,931.0,1767.0,4467,3007.0,1215.0,1076.0,1856.0,438.0,722.0,100.0,416.0,18467,703.0,220.0,164.0,0.0,19.0,9,0,7,14,0,7,0,0,1.1,0.3,2.0,0.0,0.0,2.8,11.1,1035.0
2021-12-19,7,50,12,768,13,1550,586.0,1586.0,4.0,871.0,927.0,1753.0,4424,2981.0,1186.0,1074.0,1829.0,421.0,720.0,99.0,403.0,18278,701.0,215.0,159.0,0.0,13.0,6,2,18,15,1,3,1,0,-0.3,-1.5,3.0,0.0,0.0,3.9,16.7,1023.9
2021-12-20,1,51,12,587,10,4981,1558.0,1470.0,4.0,871.0,913.0,1722.0,4350,2913.0,1202.0,1099.0,1744.0,402.0,706.0,97.0,388.0,17881,696.0,215.0,162.0,0.0,10.0,13,3,8,89,5,24,0,0,-0.1,-2.9,5.5,0.0,0.0,2.3,14.8,1022.4
2021-12-21,2,51,12,1554,6,5566,1255.0,1428.0,5.0,816.0,898.0,1700.0,4217,2800.0,1159.0,1020.0,1720.0,372.0,707.0,100.0,342.0,17284,665.0,206.0,155.0,0.0,6.0,8,3,5,33,3,11,0,0,0.6,-1.7,2.0,0.0,0.0,1.7,9.3,1026.9
2021-12-22,3,51,12,1263,6,4935,1124.0,1376.0,6.0,792.0,877.0,1642.0,4097,2667.0,1157.0,991.0,1626.0,365.0,700.0,100.0,324.0,16720,649.0,206.0,152.0,0.0,6.0,15,6,7,26,2,8,0,0,1.7,0.5,3.0,0.3,10.0,4.2,13.0,1028.6
2021-12-23,4,51,12,1127,10,5004,1207.0,1368.0,8.0,797.0,862.0,1657.0,4124,2678.0,1134.0,951.0,1576.0,357.0,685.0,102.0,304.0,16603,624.0,202.0,147.0,0.0,10.0,8,6,10,32,0,6,0,0,3.1,0.0,6.5,0.0,0.0,5.1,14.8,1022.3
2021-12-24,5,51,12,1205,1,4264,1091.0,1322.0,10.0,733.0,883.0,1632.0,4015,2620.0,1117.0,925.0,1578.0,335.0,660.0,100.0,284.0,16214,614.0,202.0,147.0,0.0,1.0,11,3,16,23,0,1,0,0,6.6,4.0,9.1,0.0,0.0,6.5,16.7,1013.3
2021-12-25,6,51,12,1088,6,2161,666.0,1310.0,11.0,737.0,876.0,1607.0,4004,2574.0,1107.0,948.0,1527.0,338.0,664.0,99.0,292.0,16094,580.0,200.0,148.0,0.0,6.0,3,0,3,12,1,5,0,0,6.5,4.5,10.1,1.7,0.0,3.5,13.0,1008.4
2021-12-26,7,51,12,671,8,1848,701.0,1320.0,12.0,733.0,865.0,1630.0,4061,2518.0,1099.0,986.0,1520.0,324.0,668.0,104.0,278.0,16118,577.0,195.0,143.0,0.0,9.0,6,2,9,18,0,2,0,0,4.9,3.6,7.0,16.3,0.0,4.1,11.1,1010.8
2021-12-27,1,52,12,698,9,5337,1819.0,1335.0,13.0,717.0,928.0,1596.0,4220,2464.0,1127.0,964.0,1486.0,335.0,646.0,106.0,284.0,16221,592.0,199.0,140.0,0.0,9.0,13,6,24,32,4,4,0,1,4.4,3.2,5.9,0.5,0.0,1.5,9.3,1012.0
2021-12-28,2,52,12,1813,14,5949,1871.0,1395.0,16.0,725.0,983.0,1613.0,4337,2461.0,1133.0,1044.0,1445.0,334.0,653.0,122.0,301.0,16562,586.0,199.0,135.0,0.0,13.0,11,3,24,35,3,7,0,0,6.7,4.5,9.2,0.0,0.0,2.5,13.0,1008.5
2021-12-29,3,52,12,1867,10,5114,1691.0,1440.0,16.0,725.0,1028.0,1618.0,4519,2443.0,1107.0,1089.0,1461.0,349.0,653.0,135.0,324.0,16907,572.0,189.0,135.0,0.0,10.0,15,5,14,50,3,19,1,0,4.5,2.6,7.6,0.3,0.0,3.0,13.0,1011.2
2021-12-30,4,52,12,1717,7,5176,1898.0,1545.0,16.0,731.0,1089.0,1652.0,4779,2481.0,1140.0,1163.0,1426.0,363.0,638.0,155.0,346.0,17524,574.0,187.0,131.0,0.0,7.0,13,4,24,28,5,8,1,0,4.4,3.1,6.6,0.3,0.0,2.6,11.1,1021.9
2021-12-31,5,52,12,1896,6,4266,1668.0,1655.0,16.0,740.0,1140.0,1698.0,4860,2507.0,1129.0,1148.0,1456.0,373.0,667.0,158.0,357.0,17904,553.0,180.0,128.0,0.0,6.0,9,2,23,28,3,5,0,0,3.4,2.5,5.9,0.0,0.0,2.8,13.0,1025.9
2022-01-01,6,52,1,1663,8,1984,835.0,1692.0,15.0,733.0,1142.0,1687.0,4990,2477.0,1114.0,1145.0,1427.0,382.0,634.0,166.0,366.0,17970,532.0,172.0,122.0,0.0,11.0,4,3,9,33,0,9,2,0,2.9,0.4,8.2,0.0,0.0,3.5,11.1,1027.7
2022-01-02,7,52,1,843,6,2288,1010.0,1765.0,16.0,731.0,1136.0,1729.0,5151,2507.0,1158.0,1171.0,1473.0,374.0,642.0,169.0,372.0,18394,533.0,171.0,125.0,0.0,4.0,19,4,14,39,6,18,0,1,2.8,0.8,6.9,0.0,0.0,4.7,11.1,1025.7
2022-01-03,1,1,1,1011,11,7493,3403.0,2099.0,16.0,807.0,1285.0,1920.0,5630,2681.0,1187.0,1275.0,1623.0,472.0,617.0,206.0,421.0,20239,548.0,171.0,123.0,0.0,11.0,32,20,106,257,16,84,2,1,5.9,1.8,8.3,0.0,0.0,7.9,20.4,1019.7
2022-01-04,2,1,1,3395,9,10580,4084.0,2533.0,14.0,835.0,1462.0,2329.0,6575,2745.0,1264.0,1570.0,1757.0,553.0,726.0,232.0,473.0,23068,531.0,163.0,120.0,0.0,8.0,31,12,40,107,11,61,1,0,10.1,6.6,12.2,0.0,0.0,5.6,20.4,1010.5
2022-01-05,3,1,1,4067,6,10098,3848.0,2888.0,16.0,934.0,1627.0,2640.0,7494,2979.0,1308.0,1782.0,1957.0,640.0,746.0,265.0,516.0,25792,542.0,157.0,119.0,0.0,7.0,42,13,38,128,6,44,0,7,10.0,2.0,15.0,0.3,0.0,11.3,22.2,1003.5
2022-01-06,4,1,1,3833,5,11026,4085.0,3275.0,15.0,1044.0,1812.0,3035.0,8396,3142.0,1380.0,2032.0,2144.0,728.0,750.0,308.0,609.0,28670,550.0,160.0,122.0,0.0,5.0,31,10,48,124,11,59,2,0,2.5,-2.4,4.7,30.2,0.0,2.6,14.8,1015.7
2022-01-07,5,1,1,4067,10,11232,4492.0,3834.0,14.0,1134.0,2022.0,3426.0,9585,3435.0,1419.0,2252.0,2375.0,796.0,780.0,350.0,649.0,32071,547.0,155.0,116.0,0.0,9.0,33,20,64,185,9,73,1,2,-0.6,-2.4,2.6,59.9,0.0,3.1,13.0,1023.3
2022-01-08,6,1,1,4510,6,7425,3360.0,4184.0,13.0,1197.0,2094.0,3628.0,10700,3727.0,1495.0,2348.0,2573.0,831.0,882.0,400.0,693.0,34765,538.0,156.0,121.0,0.0,6.0,22,7,33,56,4,29,0,0,-2.4,-4.2,1.5,0.0,0.0,2.7,9.3,1017.7
2022-01-09,7,1,1,3347,5,5254,2530.0,4283.0,19.0,1228.0,2137.0,3833.0,11640,3937.0,1491.0,2433.0,2662.0,844.0,936.0,418.0,733.0,36594,537.0,159.0,112.0,0.0,5.0,24,11,36,109,15,24,2,0,-1.2,-4.2,0.8,0.0,0.0,2.8,9.3,1007.6
2022-01-10,1,2,1,2505,7,10258,5174.0,4588.0,20.0,1345.0,2251.0,4309.0,12831,4191.0,1479.0,2724.0,2925.0,959.0,1029.0,445.0,853.0,39949,572.0,157.0,106.0,0.0,7.0,87,23,188,529,33,109,6,2,2.4,-0.3,7.2,0.0,0.0,4.0,13.0,1014.2
2022-01-11,2,2,1,5217,4,14822,7435.0,5667.0,18.0,1416.0,2509.0,4992.0,14662,4741.0,1532.0,3103.0,3272.0,1083.0,1151.0,468.0,899.0,45513,553.0,160.0,108.0,0.0,4.0,80,22,95,284,12,87,1,2,1.3,-1.1,5.0,0.0,0.0,6.8,22.2,1027.2
2022-01-12,3,2,1,7423,12,13350,6880.0,6476.0,18.0,1610.0,2802.0,5635.0,16567,5108.0,1586.0,3296.0,3585.0,1231.0,1234.0,507.0,1047.0,50702,538.0,154.0,105.0,0.0,13.0,78,18,103,349,19,96,5,6,-0.6,-3.4,4.2,0.0,0.0,4.7,16.7,1035.7
2022-01-13,4,2,1,6864,7,13691,6942.0,7079.0,18.0,1707.0,3042.0,6341.0,18111,5699.0,1627.0,3834.0,3917.0,1356.0,1391.0,530.0,1094.0,55746,527.0,153.0,101.0,0.0,7.0,58,26,101,273,16,68,5,3,-1.2,-5.3,4.9,0.0,0.0,3.3,11.1,1039.8
2022-01-14,5,2,1,6921,6,14365,7603.0,7938.0,18.0,1934.0,3222.0,7068.0,20255,6278.0,1709.0,4071.0,4231.0,1532.0,1538.0,563.0,1324.0,61681,524.0,154.0,104.0,0.0,6.0,116,23,109,470,13,61,2,2,0.9,-3.6,9.2,0.0,0.0,2.4,13.0,1031.1
2022-01-15,6,2,1,7597,5,10307,6022.0,8776.0,18.0,2070.0,3510.0,7587.0,21883,6918.0,1853.0,4459.0,4510.0,1627.0,1663.0,586.0,1408.0,66868,514.0,153.0,108.0,0.0,5.0,56,18,71,278,12,58,1,2,1.9,-2.4,9.3,0.0,0.0,5.0,11.1,1029.9
2022-01-16,7,2,1,6023,2,7906,4978.0,9103.0,18.0,2194.0,3602.0,8058.0,23215,7677.0,1908.0,4705.0,4694.0,1640.0,1889.0,605.0,1528.0,70836,549.0,156.0,107.0,0.0,2.0,56,12,72,328,14,51,5,1,-0.7,-2.4,2.2,0.0,0.0,2.2,11.1,1026.1
2022-01-17,1,3,1,4991,7,13812,8693.0,9393.0,19.0,2287.0,3802.0,8729.0,25461,8355.0,2114.0,4920.0,5066.0,1660.0,2069.0,604.0,1647.0,76126,566.0,156.0,106.0,0.0,7.0,143,45,294,1019,40,145,7,4,0.6,-2.5,5.7,0.0,0.0,3.4,13.0,1026.4
2022-01-18,2,3,1,8688,10,19447,12300.0,10345.0,19.0,2587.0,4134.0,9651.0,27622,9785.0,2282.0,5516.0,5646.0,1929.0,2315.0,616.0,1895.0,84342,575.0,154.0,105.0,0.0,10.0,100,28,155,618,25,126,3,3,2.2,-2.0,8.8,0.0,0.0,3.3,11.1,1034.9
2022-01-19,3,3,1,12299,7,17295,10303.0,11246.0,16.0,2796.0,4427.0,10415.0,29003,10635.0,2387.0,6125.0,6205.0,2225.0,2633.0,618.0,2066.0,90797,566.0,154.0,110.0,0.0,8.0,94,42,154,806,18,146,6,6,-0.7,-1.9,2.2,0.0,0.0,3.4,11.1,1031.4
2022-01-20,4,3,1,10308,10,14718,9863.0,11846.0,15.0,3044.0,4540.0,11006.0,30953,11423.0,2569.0,6440.0,6709.0,2452.0,2822.0,594.0,2162.0,96575,580.0,146.0,106.0,0.0,7.0,76,52,175,687,30,118,4,7,2.2,-2.0,9.0,0.0,0.0,4.1,13.0,1020.6
2022-01-21,5,3,1,9860,11,14671,9957.0,12719.0,15.0,3372.0,4978.0,11289.0,31737,12430.0,2812.0,7102.0,7094.0,2570.0,2905.0,605.0,2412.0,102040,599.0,143.0,97.0,0.0,12.0,97,42,153,847,29,221,3,1,1.8,-1.4,6.0,1.5,0.0,3.6,20.4,1025.5
2022-01-22,6,3,1,9978,8,18848,14183.0,14600.0,15.0,3612.0,5628.0,12559.0,34098,14669.0,3299.0,7375.0,7543.0,2893.0,3395.0,611.0,2566.0,112863,601.0,136.0,99.0,0.0,11.0,90,22,89,486,13,119,6,5,2.1,-4.3,10.4,0.0,0.0,8.4,18.5,1026.0
