date,day,week,month,new_cases,new_deaths,tests_performed,tests_positive,region_ce_active,region_foreign_active,region_kk_active,region_kp_active,region_kr_active,region_lj_active,region_mb_active,region_ms_active,region_ng_active,region_nm_active,region_po_active,region_sg_active,region_unknown_active,region_za_active,region_active,state_in_hospital,state_icu,state_critical,state_care,state_deceased,kindergarten_employees_confirmed,kindergarten_attendees_confirmed,elementary_employees_confirmed,elementary_attendees_confirmed,highschool_employees_confirmed,highschool_attendees_confirmed,institutions_employees_confirmed,institutions_attendees_confirmed,tavg,tmin,tmax,prcp,snow,wspd,wpgt,pres
2020-09-06,7,36,9,43,0,706,25.0,96.0,17.0,31.0,13.0,36.0,159,64.0,35.0,9.0,28.0,5.0,21.0,6.0,5.0,525,23.0,3.0,3.0,0.0,0.0,0,0,3,3,0,1,0,0,21.7,15.1,28.5,0.0,0.0,7.0,33.3,1014.4
2020-09-07,1,37,9,25,0,1581,42.0,93.0,18.0,32.0,13.0,39.0,168,74.0,35.0,6.0,34.0,6.0,19.0,5.0,5.0,547,26.0,4.0,4.0,0.0,0.0,0,0,9,4,0,2,0,0,20.3,18.5,22.6,0.0,0.0,3.6,14.8,1018.9
2020-09-08,2,37,9,42,0,2560,78.0,104.0,16.0,31.0,11.0,42.0,173,93.0,34.0,5.0,38.0,6.0,23.0,5.0,9.0,590,28.0,4.0,4.0,0.0,0.0,0,0,0,12,0,2,0,0,20.1,15.6,25.7,0.0,0.0,2.7,16.7,1027.0
2020-09-09,3,37,9,80,0,2489,77.0,109.0,17.0,31.0,10.0,48.0,189,106.0,37.0,5.0,43.0,7.0,21.0,4.0,8.0,635,27.0,4.0,3.0,0.0,0.0,1,1,5,7,1,1,0,0,21.2,12.7,27.2,0.0,0.0,2.8,14.8,1024.6
2020-09-10,4,37,9,77,0,2758,108.0,112.0,18.0,29.0,9.0,51.0,218,124.0,40.0,7.0,44.0,11.0,22.0,6.0,10.0,701,26.0,5.0,5.0,0.0,0.0,1,0,0,10,1,6,0,0,21.8,16.0,28.3,0.0,0.0,3.9,20.4,1018.5
2020-09-11,5,37,9,108,0,3191,105.0,127.0,19.0,29.0,11.0,57.0,240,136.0,40.0,9.0,47.0,14.0,22.0,6.0,12.0,769,27.0,6.0,6.0,0.0,0.0,3,0,2,3,0,3,0,0,21.9,16.5,27.8,0.0,0.0,4.8,25.9,1016.5
2020-09-12,6,37,9,106,0,1793,99.0,142.0,18.0,29.0,11.0,60.0,250,161.0,42.0,10.0,45.0,26.0,22.0,8.0,13.0,837,31.0,6.0,6.0,0.0,0.0,3,0,1,2,0,1,0,0,22.4,15.9,29.4,0.0,0.0,4.8,25.9,1019.5
2020-09-13,7,37,9,99,0,1110,47.0,152.0,18.0,24.0,10.0,64.0,258,172.0,42.0,10.0,45.0,26.0,23.0,9.0,13.0,866,38.0,7.0,7.0,0.0,0.0,2,0,0,0,2,1,0,0,22.9,16.0,30.1,0.0,0.0,4.5,38.9,1025.0
2020-09-14,1,38,9,47,0,2247,82.0,151.0,18.0,19.0,11.0,68.0,278,186.0,42.0,13.0,44.0,33.0,23.0,9.0,13.0,908,42.0,9.0,8.0,0.0,0.0,3,0,2,6,2,6,0,0,23.1,17.0,30.0,0.0,0.0,5.3,24.1,1027.6
2020-09-15,2,38,9,82,0,3123,123.0,174.0,14.0,16.0,11.0,73.0,299,196.0,43.0,16.0,44.0,41.0,26.0,9.0,14.0,976,50.0,10.0,9.0,0.0,0.0,0,0,8,3,0,2,0,0,24.1,15.9,30.5,0.0,0.0,6.3,24.1,1023.8
2020-09-16,3,38,9,123,0,3070,104.0,187.0,13.0,16.0,12.0,79.0,318,207.0,40.0,17.0,45.0,42.0,29.0,7.0,15.0,1027,61.0,11.0,9.0,0.0,0.0,3,1,3,4,0,4,0,0,23.2,17.0,28.6,0.0,0.0,4.5,16.7,1019.3
2020-09-17,4,38,9,104,1,3557,137.0,194.0,14.0,12.0,12.0,91.0,357,221.0,43.0,20.0,46.0,50.0,31.0,7.0,19.0,1117,62.0,11.0,8.0,0.0,1.0,0,0,2,3,2,4,0,0,22.1,15.8,28.6,0.0,0.0,4.8,25.9,1017.8
2020-09-18,5,38,9,137,4,3070,113.0,201.0,14.0,10.0,13.0,94.0,391,236.0,45.0,20.0,45.0,57.0,32.0,6.0,23.0,1187,67.0,11.0,9.0,0.0,4.0,1,1,1,3,4,5,0,0,19.1,17.3,23.8,0.0,0.0,8.4,22.2,1023.6
2020-09-19,6,38,9,114,1,2288,111.0,194.0,15.0,13.0,14.0,96.0,414,244.0,46.0,25.0,44.0,85.0,35.0,6.0,24.0,1255,67.0,10.0,8.0,10.0,1.0,0,0,2,1,0,0,0,0,17.4,12.2,23.5,0.0,0.0,4.5,27.8,1022.7
2020-09-20,7,38,9,111,1,984,50.0,208.0,14.0,12.0,14.0,94.0,418,252.0,45.0,25.0,42.0,85.0,41.0,6.0,24.0,1280,66.0,13.0,12.0,11.0,1.0,1,0,2,1,0,1,0,0,17.4,10.6,25.5,0.0,0.0,2.8,13.0,1018.5
2020-09-21,1,39,9,50,0,2335,88.0,220.0,15.0,10.0,17.0,99.0,441,254.0,45.0,24.0,35.0,90.0,44.0,6.0,25.0,1325,70.0,15.0,11.0,11.0,0.0,4,0,3,5,2,3,0,0,18.4,13.0,24.0,0.3,0.0,3.9,13.0,1017.8
2020-09-22,2,39,9,88,0,2616,136.0,225.0,16.0,12.0,19.0,111.0,456,258.0,42.0,26.0,34.0,90.0,56.0,6.0,31.0,1382,71.0,13.0,11.0,10.0,0.0,3,0,5,3,2,3,0,0,18.8,16.1,22.4,2.7,0.0,4.0,16.7,1015.8
2020-09-23,3,39,9,136,1,2848,122.0,233.0,16.0,14.0,18.0,113.0,474,254.0,44.0,25.0,30.0,94.0,67.0,6.0,37.0,1425,65.0,10.0,10.0,5.0,1.0,2,0,2,7,1,4,0,0,18.8,16.9,24.7,5.4,10.0,4.2,20.4,1010.2
2020-09-24,4,39,9,122,2,3645,192.0,251.0,17.0,16.0,23.0,120.0,515,244.0,47.0,28.0,30.0,96.0,78.0,4.0,41.0,1510,63.0,13.0,10.0,6.0,2.0,2,2,2,6,1,1,0,0,19.6,14.9,25.3,23.8,0.0,4.5,20.4,1010.7
2020-09-25,5,39,9,191,0,2775,184.0,250.0,15.0,18.0,28.0,135.0,544,260.0,46.0,28.0,29.0,95.0,93.0,5.0,43.0,1589,60.0,15.0,13.0,7.0,0.0,1,2,1,7,0,4,0,0,17.2,14.6,20.0,45.4,0.0,4.6,20.4,998.3
2020-09-26,6,39,9,184,1,1917,158.0,245.0,15.0,19.0,29.0,142.0,560,281.0,48.0,33.0,30.0,83.0,110.0,3.0,50.0,1648,72.0,17.0,13.0,29.0,1.0,2,0,4,0,0,1,0,0,11.9,8.9,16.5,0.2,0.0,9.0,18.5,996.0
2020-09-27,7,39,9,159,1,909,39.0,239.0,16.0,19.0,29.0,140.0,554,274.0,54.0,33.0,33.0,83.0,112.0,2.0,52.0,1640,80.0,17.0,12.0,24.0,1.0,0,0,1,1,0,1,0,0,12.1,8.8,16.5,14.6,0.0,7.3,13.0,1008.3
2020-09-28,1,40,9,38,2,2382,99.0,250.0,16.0,22.0,30.0,149.0,545,259.0,51.0,37.0,35.0,77.0,127.0,2.0,56.0,1656,79.0,16.0,11.0,22.0,2.0,6,3,11,5,2,6,0,0,11.6,10.5,13.0,7.0,0.0,8.5,29.6,1007.4
2020-09-29,2,40,9,99,0,3391,203.0,246.0,15.0,23.0,29.0,172.0,585,262.0,54.0,37.0,39.0,69.0,134.0,2.0,68.0,1735,84.0,16.0,9.0,9.0,0.0,3,1,3,2,1,4,0,0,13.6,10.3,20.1,0.0,0.0,3.6,14.8,1016.2
2020-09-30,3,40,9,203,1,2899,175.0,249.0,16.0,26.0,28.0,177.0,599,279.0,64.0,38.0,46.0,69.0,139.0,2.0,74.0,1806,86.0,16.0,10.0,9.0,1.0,3,1,5,7,5,5,0,0,14.7,9.0,23.5,0.0,0.0,3.5,14.8,1015.4
2020-10-01,4,40,10,175,2,3281,238.0,264.0,18.0,28.0,32.0,184.0,632,293.0,73.0,39.0,52.0,62.0,148.0,3.0,80.0,1908,86.0,15.0,9.0,10.0,2.0,2,0,3,5,2,7,1,0,15.4,9.5,22.5,0.0,0.0,5.9,22.2,1008.7
2020-10-02,5,40,10,238,2,2893,227.0,281.0,18.0,32.0,40.0,211.0,646,307.0,83.0,46.0,60.0,55.0,153.0,5.0,86.0,2023,86.0,15.0,9.0,13.0,2.0,1,0,2,3,0,8,0,0,16.9,13.3,22.5,0.2,0.0,5.1,13.0,1005.1
2020-10-03,6,40,10,227,1,1940,168.0,293.0,17.0,31.0,40.0,230.0,655,314.0,87.0,47.0,71.0,27.0,174.0,4.0,90.0,2080,94.0,15.0,9.0,13.0,2.0,0,0,1,4,0,3,0,0,16.7,13.7,19.1,24.1,0.0,8.1,27.8,1002.1
2020-10-04,7,40,10,168,0,1034,75.0,282.0,17.0,34.0,41.0,241.0,666,316.0,93.0,53.0,71.0,27.0,170.0,4.0,90.0,2105,101.0,16.0,10.0,13.0,0.0,3,1,5,5,1,3,0,0,16.4,13.4,21.0,7.8,0.0,6.4,20.4,1006.0
2020-10-05,1,41,10,175,1,2509,189.0,296.0,16.0,40.0,43.0,272.0,684,329.0,100.0,58.0,74.0,22.0,176.0,5.0,92.0,2207,107.0,21.0,10.0,10.0,1.0,6,1,17,22,4,18,0,0,14.9,12.2,20.0,7.6,0.0,5.4,20.4,1009.4
2020-10-06,2,41,10,91,3,3998,356.0,319.0,17.0,46.0,45.0,303.0,764,350.0,111.0,64.0,101.0,36.0,168.0,5.0,99.0,2428,111.0,20.0,8.0,11.0,3.0,0,1,11,7,2,13,0,0,15.1,10.4,20.7,7.5,0.0,6.7,22.2,1013.6
2020-10-07,3,41,10,356,0,3655,387.0,342.0,19.0,51.0,53.0,348.0,874,364.0,115.0,80.0,138.0,40.0,168.0,5.0,98.0,2695,122.0,22.0,10.0,12.0,0.0,2,0,11,10,1,15,0,0,12.9,10.5,15.5,16.6,0.0,5.4,13.0,1013.1
2020-10-08,4,41,10,387,1,3682,363.0,365.0,19.0,57.0,51.0,387.0,931,380.0,124.0,83.0,157.0,37.0,169.0,5.0,100.0,2865,131.0,21.0,12.0,13.0,1.0,3,0,10,18,2,17,0,0,12.8,9.6,19.7,0.1,0.0,3.5,13.0,1022.8
2020-10-09,5,41,10,365,5,4362,380.0,376.0,22.0,67.0,54.0,420.0,1010,397.0,132.0,87.0,176.0,37.0,173.0,5.0,105.0,3061,138.0,23.0,14.0,13.0,4.0,12,3,15,9,3,17,0,0,13.7,9.5,20.6,0.0,0.0,2.8,11.1,1023.2
2020-10-10,6,41,10,380,2,2956,411.0,386.0,27.0,103.0,55.0,486.0,1111,376.0,145.0,109.0,187.0,40.0,174.0,5.0,110.0,3314,149.0,21.0,12.0,13.0,2.0,1,0,5,9,2,2,0,0,15.0,12.0,21.0,6.5,0.0,3.6,14.8,1018.7
2020-10-11,7,41,10,411,0,1404,168.0,393.0,28.0,110.0,55.0,500.0,1156,408.0,143.0,112.0,197.0,41.0,184.0,5.0,112.0,3444,158.0,27.0,14.0,13.0,0.0,3,1,9,3,0,11,1,0,9.4,6.3,13.8,61.0,0.0,9.5,22.2,1017.1
2020-10-12,1,42,10,169,2,3308,397.0,426.0,43.0,115.0,55.0,544.0,1270,450.0,154.0,116.0,226.0,46.0,183.0,5.0,111.0,3744,172.0,26.0,17.0,16.0,2.0,23,9,42,20,12,25,1,0,9.0,5.9,11.9,0.0,0.0,4.8,16.7,1014.5
2020-10-13,2,42,10,399,4,4902,707.0,454.0,45.0,138.0,66.0,659.0,1420,468.0,185.0,144.0,294.0,60.0,192.0,5.0,119.0,4249,180.0,31.0,20.0,20.0,4.0,17,3,29,13,4,16,0,2,10.7,6.0,16.0,0.1,0.0,3.9,16.7,1009.3
2020-10-14,3,42,10,707,2,5287,745.0,528.0,52.0,164.0,78.0,760.0,1598,505.0,199.0,162.0,360.0,67.0,211.0,5.0,133.0,4822,210.0,35.0,22.0,3.0,2.0,11,2,23,17,6,13,0,0,11.9,5.5,18.1,7.2,0.0,5.9,27.8,1009.4
2020-10-15,4,42,10,745,1,5196,834.0,571.0,60.0,208.0,85.0,908.0,1770,546.0,207.0,179.0,431.0,75.0,235.0,4.0,140.0,5419,222.0,40.0,24.0,7.0,1.0,21,3,31,19,7,14,1,0,9.1,8.1,12.7,36.6,0.0,7.6,18.5,1011.0
2020-10-16,5,42,10,834,4,5605,897.0,659.0,63.0,253.0,92.0,1036.0,1952,605.0,217.0,210.0,498.0,86.0,262.0,2.0,154.0,6089,240.0,43.0,27.0,7.0,4.0,23,3,26,26,1,13,1,1,10.5,8.0,14.7,0.1,0.0,3.3,14.8,1013.2
2020-10-17,6,42,10,899,4,3765,726.0,696.0,72.0,306.0,103.0,1140.0,2159,642.0,249.0,227.0,522.0,93.0,268.0,2.0,169.0,6648,250.0,44.0,31.0,9.0,4.0,15,1,14,15,3,2,2,0,10.8,8.8,14.2,0.0,0.0,3.7,13.0,1016.2
2020-10-18,7,42,10,726,4,2637,537.0,729.0,77.0,313.0,104.0,1199.0,2344,696.0,274.0,237.0,555.0,94.0,312.0,2.0,174.0,7110,265.0,50.0,32.0,6.0,4.0,21,3,30,6,2,13,1,2,11.7,8.0,17.0,0.0,0.0,2.8,13.0,1021.5
2020-10-19,1,43,10,537,2,4326,795.0,772.0,78.0,335.0,117.0,1328.0,2499,763.0,312.0,250.0,619.0,111.0,343.0,1.0,194.0,7722,291.0,56.0,38.0,7.0,2.0,60,9,89,18,7,3,0,0,10.8,7.6,15.4,0.0,0.0,3.1,11.1,1025.1
2020-10-20,2,43,10,794,2,5891,1503.0,926.0,78.0,368.0,152.0,1568.0,2803,872.0,380.0,286.0,709.0,116.0,397.0,1.0,214.0,8870,313.0,55.0,41.0,6.0,2.0,43,1,82,13,3,1,1,0,11.5,8.4,17.2,0.0,0.0,4.2,18.5,1023.8
2020-10-21,3,43,10,1509,8,6215,1661.0,1087.0,80.0,402.0,198.0,1785.0,3181,1015.0,488.0,321.0,761.0,146.0,452.0,1.0,235.0,10152,333.0,55.0,41.0,9.0,10.0,43,2,54,9,2,1,2,0,14.6,9.0,19.1,0.0,0.0,13.4,33.3,1022.4
2020-10-22,4,43,10,1664,11,6745,1655.0,1318.0,82.0,439.0,254.0,2019.0,3498,1168.0,556.0,371.0,827.0,155.0,501.0,1.0,261.0,11450,356.0,62.0,46.0,29.0,9.0,48,4,49,10,2,1,4,1,16.4,14.0,19.9,0.0,0.0,12.8,27.8,1021.8
2020-10-23,5,43,10,1661,3,7025,1961.0,1579.0,84.0,479.0,260.0,2366.0,3944,1359.0,628.0,416.0,907.0,183.0,539.0,0.0,295.0,13039,394.0,65.0,47.0,34.0,5.0,69,2,68,8,1,0,1,1,16.9,14.2,19.0,0.5,0.0,8.2,25.9,1019.4
2020-10-24,6,43,10,1967,21,5776,1675.0,1760.0,86.0,483.0,324.0,2621.0,4257,1520.0,717.0,443.0,985.0,222.0,574.0,0.0,338.0,14330,449.0,66.0,50.0,33.0,19.0,32,2,44,3,3,0,1,1,15.9,14.8,17.5,7.9,0.0,5.0,18.5,1016.5
2020-10-25,7,43,10,1676,5,3682,1115.0,1834.0,87.0,500.0,329.0,2889.0,4562,1625.0,785.0,482.0,1014.0,223.0,597.0,0.0,352.0,15279,508.0,73.0,55.0,18.0,6.0,16,3,21,3,3,0,2,2,15.0,12.8,19.0,0.8,0.0,3.0,11.1,1014.4
2020-10-26,1,44,10,1130,11,5756,1499.0,1955.0,78.0,529.0,376.0,3076.0,4858,1771.0,862.0,512.0,1084.0,231.0,656.0,0.0,394.0,16382,523.0,82.0,57.0,24.0,10.0,89,3,121,6,6,0,7,0,16.1,14.1,18.9,7.8,0.0,7.0,18.5,1009.2
2020-10-27,2,44,10,1523,13,7471,2605.0,2293.0,81.0,571.0,465.0,3362.0,5375,1947.0,1008.0,556.0,1233.0,258.0,718.0,0.0,419.0,18286,560.0,88.0,57.0,27.0,13.0,40,1,52,4,0,1,1,0,13.4,11.2,16.5,10.2,10.0,1.7,18.5,1010.3
2020-10-28,3,44,10,2612,14,7202,2488.0,2516.0,80.0,577.0,529.0,3741.0,5946,2129.0,1117.0,610.0,1281.0,284.0,780.0,0.0,440.0,20030,612.0,102.0,66.0,34.0,14.0,51,0,50,6,5,0,2,0,12.6,8.9,18.1,0.0,0.0,2.6,13.0,1017.2
2020-10-29,4,44,10,2490,14,6368,1798.0,2726.0,81.0,569.0,539.0,3886.0,6285,2240.0,1177.0,623.0,1301.0,299.0,808.0,0.0,460.0,20994,660.0,114.0,72.0,60.0,14.0,23,3,38,3,1,1,1,0,10.9,8.5,17.3,0.0,0.0,3.4,14.8,1019.2
2020-10-30,5,44,10,1798,23,6710,1794.0,2807.0,82.0,553.0,557.0,4045.0,6527,2434.0,1248.0,727.0,1306.0,304.0,847.0,0.0,456.0,21893,703.0,123.0,70.0,63.0,23.0,32,1,27,4,3,0,4,0,13.6,8.5,18.4,0.0,0.0,2.7,11.1,1023.0
2020-10-31,6,44,10,1804,23,4807,1342.0,2875.0,78.0,513.0,565.0,4079.0,6696,2643.0,1312.0,771.0,1315.0,320.0,884.0,0.0,462.0,22513,779.0,123.0,75.0,75.0,23.0,16,0,19,0,1,0,1,0,13.2,8.9,22.8,0.0,0.0,4.1,11.1,1023.6
2020-11-01,7,44,11,1342,25,2244,557.0,2882.0,73.0,516.0,564.0,4060.0,6637,2724.0,1364.0,764.0,1305.0,319.0,863.0,0.0,462.0,22533,821.0,131.0,82.0,80.0,25.0,11,0,23,0,0,0,1,0,11.7,8.0,16.5,0.0,0.0,2.8,11.1,1022.6
2020-11-02,1,45,11,557,25,4587,1176.0,2954.0,81.0,517.0,583.0,4119.0,6764,2753.0,1387.0,765.0,1327.0,333.0,859.0,0.0,466.0,22908,868.0,140.0,91.0,82.0,25.0,40,1,65,1,3,0,3,1,13.7,8.5,20.5,0.0,0.0,3.7,14.8,1022.0
2020-11-03,2,45,11,1176,24,6311,2027.0,3077.0,84.0,519.0,600.0,4122.0,6867,2889.0,1487.0,800.0,1331.0,345.0,846.0,0.0,468.0,23435,925.0,146.0,96.0,79.0,24.0,27,0,38,1,4,0,0,1,15.1,9.9,21.0,0.0,0.0,3.5,11.1,1022.9
2020-11-04,3,45,11,2026,29,5991,1685.0,3051.0,87.0,512.0,593.0,4097.0,6779,2978.0,1552.0,851.0,1300.0,340.0,839.0,0.0,477.0,23456,979.0,155.0,103.0,74.0,29.0,21,0,18,0,1,1,2,1,12.2,10.0,14.6,0.5,0.0,3.3,11.1,1024.4
2020-11-05,4,45,11,1686,30,5895,1560.0,2983.0,87.0,497.0,566.0,4014.0,6782,3034.0,1614.0,845.0,1318.0,346.0,813.0,0.0,463.0,23362,1023.0,165.0,110.0,78.0,30.0,12,1,15,1,4,0,0,0,12.3,10.9,14.2,0.4,0.0,3.4,14.8,1032.2
2020-11-06,5,45,11,1564,26,6340,1612.0,2843.0,92.0,484.0,596.0,3806.0,6642,3013.0,1707.0,859.0,1317.0,344.0,824.0,1.0,478.0,23006,1069.0,165.0,115.0,91.0,26.0,11,0,14,0,1,0,0,0,9.6,5.5,16.3,0.0,0.0,2.7,14.8,1035.2
2020-11-07,6,45,11,1612,34,3918,889.0,2694.0,89.0,458.0,536.0,3575.0,6448,3026.0,1683.0,827.0,1259.0,305.0,846.0,1.0,448.0,22195,1084.0,174.0,117.0,97.0,34.0,3,0,5,0,0,0,1,0,7.7,2.2,14.5,0.0,0.0,3.2,11.1,1033.5
2020-11-08,7,45,11,891,23,2063,464.0,2660.0,87.0,444.0,535.0,3332.0,6151,3015.0,1708.0,795.0,1245.0,304.0,829.0,1.0,437.0,21543,1125.0,175.0,124.0,105.0,23.0,3,0,10,2,0,0,0,0,6.1,3.9,10.5,0.0,0.0,2.4,11.1,1028.8
2020-11-09,1,46,11,464,24,4457,1084.0,2652.0,83.0,439.0,522.0,3270.0,5987,2921.0,1711.0,773.0,1255.0,312.0,790.0,1.0,414.0,21130,1143.0,189.0,133.0,105.0,24.0,19,0,19,1,3,0,1,0,5.7,3.4,7.5,0.2,0.0,2.7,11.1,1026.5
2020-11-10,2,46,11,1092,27,7515,2217.0,2534.0,83.0,408.0,477.0,3152.0,5801,3064.0,1673.0,840.0,1181.0,311.0,794.0,1.0,428.0,20747,1171.0,193.0,134.0,97.0,27.0,11,1,19,0,0,0,1,0,6.6,5.7,7.1,0.0,0.0,5.9,11.1,1030.5
2020-11-11,3,46,11,2222,40,6767,1925.0,2470.0,84.0,421.0,450.0,2883.0,5457,3104.0,1730.0,813.0,1195.0,338.0,782.0,1.0,459.0,20187,1192.0,198.0,134.0,100.0,40.0,11,0,10,1,0,0,1,0,7.3,6.5,8.7,1.2,0.0,7.6,13.0,1029.8
2020-11-12,4,46,11,1931,41,5762,1508.0,2421.0,81.0,411.0,474.0,2761.0,5186,3215.0,1793.0,833.0,1187.0,340.0,754.0,1.0,446.0,19903,1210.0,193.0,136.0,116.0,41.0,6,0,16,1,1,0,2,1,7.8,6.0,9.7,0.3,0.0,2.6,11.1,1026.5
2020-11-13,5,46,11,1515,38,6657,1731.0,2423.0,77.0,441.0,491.0,2626.0,5078,3266.0,1886.0,736.0,1210.0,369.0,750.0,3.0,490.0,19846,1199.0,200.0,145.0,119.0,38.0,6,1,9,0,2,0,0,0,8.4,6.0,13.1,0.0,0.0,4.1,11.1,1026.2
2020-11-14,6,46,11,1737,41,3563,919.0,2426.0,71.0,434.0,477.0,2553.0,4848,3215.0,1882.0,753.0,1215.0,349.0,731.0,3.0,464.0,19421,1224.0,201.0,154.0,130.0,41.0,6,0,4,0,0,0,1,0,9.0,5.0,15.0,0.0,0.0,3.4,11.1,1024.6
2020-11-15,7,46,11,920,32,1792,501.0,2402.0,72.0,434.0,490.0,2553.0,4786,3174.0,1861.0,752.0,1255.0,354.0,758.0,3.0,470.0,19364,1261.0,198.0,150.0,132.0,32.0,2,0,6,1,0,1,0,0,7.8,4.7,11.3,0.0,0.0,2.7,13.0,1023.7
2020-11-16,1,47,11,502,34,5326,1388.0,2426.0,68.0,454.0,519.0,2509.0,4791,3251.0,1885.0,782.0,1260.0,360.0,782.0,3.0,490.0,19580,1264.0,205.0,160.0,135.0,34.0,15,1,19,3,2,0,3,0,10.2,9.0,12.3,42.9,0.0,5.5,22.2,1018.8
2020-11-17,2,47,11,1393,45,6813,2012.0,2375.0,68.0,460.0,540.0,2438.0,4675,3314.0,1881.0,759.0,1326.0,359.0,845.0,3.0,523.0,19566,1275.0,206.0,154.0,132.0,45.0,12,0,12,0,0,0,1,0,9.2,6.0,14.5,0.0,0.0,3.3,13.0,1029.5
2020-11-18,3,47,11,2027,43,6806,2064.0,2535.0,62.0,488.0,546.0,2378.0,4584,3491.0,1870.0,767.0,1392.0,366.0,923.0,5.0,536.0,19943,1280.0,207.0,158.0,139.0,43.0,9,1,13,0,2,1,0,0,6.3,4.7,11.5,0.3,0.0,2.6,9.3,1030.4
2020-11-19,4,47,11,2070,45,5673,1546.0,2588.0,61.0,529.0,549.0,2313.0,4466,3521.0,1858.0,784.0,1386.0,377.0,920.0,5.0,568.0,19925,1238.0,197.0,153.0,156.0,45.0,11,0,12,2,4,1,1,0,5.3,4.0,5.9,1.8,0.0,2.6,11.1,1026.0
2020-11-20,5,47,11,1546,31,6580,1687.0,2682.0,56.0,538.0,553.0,2290.0,4321,3643.0,1825.0,788.0,1402.0,357.0,977.0,5.0,566.0,20003,1254.0,195.0,148.0,154.0,31.0,6,0,16,0,0,0,1,0,7.4,5.1,10.7,0.3,0.0,6.5,16.7,1027.2
2020-11-21,6,47,11,1704,31,3434,1023.0,2780.0,55.0,545.0,560.0,2267.0,4242,3669.0,1853.0,804.0,1419.0,406.0,986.0,6.0,545.0,20137,1219.0,193.0,147.0,140.0,31.0,6,0,3,0,1,0,0,0,4.3,0.8,9.0,0.0,0.0,4.4,18.5,1035.9
2020-11-22,7,47,11,1024,26,1742,470.0,2784.0,55.0,548.0,558.0,2253.0,4251,3674.0,1842.0,799.0,1426.0,405.0,988.0,6.0,553.0,20142,1244.0,195.0,152.0,141.0,26.0,2,0,7,0,0,0,1,0,1.6,-3.1,9.0,0.0,0.0,3.0,11.1,1034.3
2020-11-23,1,48,11,470,45,5596,1301.0,2825.0,61.0,567.0,564.0,2224.0,4311,3720.0,1876.0,815.0,1407.0,402.0,1015.0,6.0,568.0,20361,1292.0,201.0,152.0,138.0,45.0,9,2,11,1,1,0,1,0,3.4,-1.5,9.6,0.0,0.0,3.2,13.0,1029.8
2020-11-24,2,48,11,1302,59,8063,2225.0,2932.0,68.0,633.0,587.0,2088.0,4120,3776.0,1892.0,737.0,1469.0,412.0,1085.0,6.0,562.0,20367,1299.0,202.0,147.0,125.0,59.0,14,0,10,4,0,0,0,0,3.8,1.3,9.2,0.0,0.0,2.8,13.0,1031.3
2020-11-25,3,48,11,2226,43,7396,1768.0,2968.0,66.0,650.0,600.0,1984.0,4103,3761.0,1826.0,761.0,1454.0,381.0,1089.0,6.0,568.0,20217,1297.0,199.0,150.0,154.0,43.0,9,0,10,4,2,0,0,0,0.7,-0.9,3.5,0.0,0.0,3.1,11.1,1028.0
2020-11-26,4,48,11,1767,46,6587,1609.0,3027.0,62.0,728.0,625.0,1912.0,4012,3723.0,1804.0,764.0,1540.0,411.0,1122.0,6.0,577.0,20313,1302.0,206.0,152.0,162.0,46.0,16,0,8,1,2,0,0,0,1.2,-0.1,2.3,0.0,0.0,2.6,11.1,1026.6
2020-11-27,5,48,11,1601,48,6938,1591.0,3092.0,68.0,715.0,658.0,1851.0,3998,3673.0,1730.0,785.0,1566.0,397.0,1093.0,4.0,544.0,20174,1324.0,195.0,150.0,158.0,48.0,10,3,6,0,0,0,0,0,1.9,0.3,3.5,0.0,0.0,2.9,11.1,1024.9
2020-11-28,6,48,11,1583,43,3644,1106.0,3101.0,75.0,747.0,673.0,1836.0,3957,3798.0,1742.0,737.0,1578.0,439.0,1115.0,4.0,559.0,20361,1257.0,187.0,143.0,147.0,43.0,9,0,3,0,0,0,0,0,2.8,1.0,4.5,0.3,0.0,3.4,11.1,1022.5
2020-11-29,7,48,11,1124,48,1875,425.0,3109.0,77.0,762.0,662.0,1800.0,3951,3795.0,1746.0,740.0,1530.0,458.0,1090.0,4.0,564.0,20288,1278.0,192.0,146.0,144.0,48.0,3,0,3,0,0,0,0,0,3.1,2.3,5.1,0.2,0.0,2.7,14.8,1023.7
2020-11-30,1,49,11,433,51,5868,1291.0,3130.0,76.0,793.0,653.0,1745.0,3899,3775.0,1732.0,728.0,1547.0,477.0,1076.0,4.0,559.0,20194,1298.0,201.0,141.0,133.0,51.0,17,0,13,2,3,0,3,0,1.6,-1.6,6.8,0.0,0.0,2.6,16.7,1027.4
2020-12-01,2,49,12,1321,55,7178,2429.0,3198.0,82.0,911.0,703.0,1707.0,3945,3916.0,1703.0,784.0,1580.0,505.0,1044.0,5.0,531.0,20614,1299.0,208.0,148.0,132.0,55.0,19,2,15,0,1,1,2,0,0.1,-3.7,2.1,0.0,0.0,2.9,11.1,1019.7
2020-12-02,3,49,12,2431,57,6704,1772.0,3139.0,85.0,927.0,730.0,1685.0,3958,3737.0,1647.0,736.0,1610.0,525.0,995.0,3.0,545.0,20322,1285.0,197.0,144.0,129.0,57.0,8,0,12,1,1,0,2,0,0.7,-0.5,2.0,20.6,89.0,6.4,22.2,1019.7
